Language,English,Hebrew,Telugu,Persian,Greek,Hindi,Russian,Romanian,Norwegian,French,Finnish,Chinese,German,Dutch,Portuguese,Croatian,Irish,Sinhala,Swedish,Urdu,Hungarian,Danish,Italian,Tamil,Catalan,Turkish,Arabic,Indonesian,Bengali,Vietnamese,Thai,Kazakh,Polish,Spanish,Ukrainian
German,0.7823752525838936,0.7770240491125973,0.6083123346324631,0.7650521726838927,0.790505862670009,0.7324993704686177,0.8104305866651444,0.8001360866257733,0.7958938594269018,0.7423089393641307,0.8061136804149317,0.7465149906651342,1.0,0.8260402052332487,0.7910019441290621,0.8064001685039878,0.4711961883211291,0.7011896960177142,0.8062651373357369,0.6610920500870967,0.8084242919844469,0.8271101462977074,0.7777227154281119,0.5207651027373587,0.7405194769196379,0.7561633118172321,0.7787480888031777,0.7885711371360807,0.7411261632572417,0.7316388118868,0.7329671739743259,0.5089946944368594,0.8123842152741723,0.7949969960094944,0.8005918766426415
Dutch,0.7850284774302251,0.7865945473890121,0.6276538938631818,0.7665693971830908,0.8030951088654934,0.7426089013420207,0.8171216870645834,0.8054897826552485,0.7999052412673596,0.7478197563634265,0.7952371870944392,0.7596336112380679,0.8260402052332487,1.0,0.7961635207310306,0.8182448060638993,0.47548653768247373,0.7235977850977074,0.8121696143417213,0.6721772535319049,0.8033092525880247,0.8241668658434076,0.7809835006594469,0.5424626892263729,0.7523904515040599,0.7596426156060642,0.7922572044830871,0.7847121493488736,0.7455709374429943,0.7291631418986364,0.749585707560812,0.5169204463095531,0.8134678031532263,0.7990111925430079,0.7999481788980488
Portuguese,0.8068876095246948,0.8146743550064485,0.6280767750646429,0.7676585645075722,0.8214062475550822,0.7428281952447683,0.817096527728748,0.8351463486885138,0.8046291878865067,0.7671343542314559,0.8165126672759077,0.7748374997101352,0.7910019441290621,0.7961635207310306,1.0,0.829572475061219,0.4688562255198976,0.7257436103548478,0.8078118232987438,0.6812842318092375,0.8174208451045406,0.8157478836317903,0.8158090797270119,0.5411101652236016,0.7868699035836609,0.7738916453302064,0.812565161025849,0.8025156959414659,0.7470042529823672,0.7265299776819895,0.7684516460512812,0.5061545005408454,0.827168946363704,0.8698550931280608,0.8117288281365636
Croatian,0.800608698016744,0.8428099689816714,0.6481941346297265,0.7875673243299102,0.8318002708281175,0.7572872176656692,0.8588295594953476,0.8481888995974161,0.8176150085279463,0.7569024428629391,0.8356844415285096,0.7992383533136906,0.8064001685039878,0.8182448060638993,0.829572475061219,1.0,0.46127868339347267,0.7538315880924931,0.822846092145747,0.6942513476114174,0.841126495804929,0.8384151622075727,0.7987996118455152,0.548520140558621,0.7747377585955629,0.7979396049729262,0.8336933238084221,0.8192110933507154,0.7633759450674131,0.7446354014757278,0.7920935938399095,0.5082212696020677,0.8571407494533465,0.818603874748325,0.846167855370228
Irish,0.5061500357731302,0.452962230341952,0.4869425591622642,0.4694523166458458,0.476986190030394,0.4702392801452755,0.45769135765586344,0.46652045734072467,0.4726226209449367,0.5031018492505297,0.4536057753525004,0.44181767866763283,0.4711961883211291,0.47548653768247373,0.4688562255198976,0.46127868339347267,1.0,0.4649259083616718,0.46447265209967886,0.45775801380093933,0.4536036155523722,0.4727124523494106,0.479164711993707,0.40807696556186096,0.5021726302968765,0.43289828626906174,0.4553328105614179,0.47091680692254273,0.46898510969011986,0.4619489719240082,0.4470149962236571,0.51165776815464,0.4555875454838448,0.47305987675622635,0.4661889839403173
Sinhala,0.7099408994667946,0.7667778068722454,0.7488193588750715,0.7622170062496899,0.728262273825942,0.769416918975467,0.7615869816910696,0.7359580924568987,0.7124701530480708,0.6823186592263863,0.740209447255736,0.8170927292212316,0.7011896960177142,0.7235977850977074,0.7257436103548478,0.7538315880924931,0.4649259083616718,1.0,0.712881117680329,0.7546722730751366,0.7604093550876847,0.7252655583936661,0.7023697811764762,0.6544351303910644,0.6911429428017124,0.7710167113321501,0.7683158116705063,0.7243442863291049,0.7792246191591371,0.6760880890007614,0.8201121725354296,0.5377835379185004,0.7547973498832536,0.7196726929032251,0.7520271085616799
Swedish,0.8066853128384074,0.7966201567185933,0.6214723893942438,0.7626547584195588,0.7964513640612924,0.7347993926727685,0.8077100434283088,0.8167864627794538,0.8518361655328385,0.7379624436174718,0.8227779716930047,0.749414940870894,0.8062651373357369,0.8121696143417213,0.8078118232987438,0.822846092145747,0.46447265209967886,0.712881117680329,1.0,0.6604511754156351,0.7971279379645093,0.8572435929397209,0.7733843612386345,0.5266953864135387,0.7464097521543702,0.7579400086230713,0.7922472102745799,0.8052154887982998,0.7471670249816469,0.7409419726346992,0.7461077426836783,0.5105082808021205,0.8079146277486945,0.8006518645916775,0.7995124473281472
Urdu,0.670666128066106,0.70787763680798,0.6996383673348197,0.7197702327116647,0.6877196031847165,0.7355956553777342,0.7070144570279103,0.6904982600712501,0.6667995138255701,0.6445797251430662,0.6865228306658508,0.7434288493454076,0.6610920500870967,0.6721772535319049,0.6812842318092375,0.6942513476114174,0.45775801380093933,0.7546722730751366,0.6604511754156351,1.0,0.7079000760068811,0.6756467376561575,0.6612507826475277,0.6239260788880421,0.6481391578701716,0.7135817001123174,0.7137923000504577,0.6625707919335194,0.7281009709118388,0.6186914727789199,0.7492361336187485,0.5291052494868956,0.7006566699316343,0.6725841747389839,0.6990797431535456
Hungarian,0.775018275634219,0.8308280949936078,0.6559367733093412,0.7875832006080604,0.8176354146397761,0.7545081782850683,0.8383740308462002,0.8224778268380573,0.7934824289509941,0.748127306220506,0.8432415279014813,0.8076732659134971,0.8084242919844469,0.8033092525880247,0.8174208451045406,0.841126495804929,0.4536036155523722,0.7604093550876847,0.7971279379645093,0.7079000760068811,1.0,0.8171255146188687,0.7862860306123209,0.556625446165501,0.7506892925286512,0.808068691538001,0.8209563918315345,0.7937476810249644,0.7670593101866608,0.7184314092127557,0.7968388274224038,0.5171278033900234,0.8499524132125186,0.811105394247229,0.8320621393446141
Danish,0.8112456865254758,0.8129156236867615,0.6281488835031979,0.7689066057097567,0.807366237947957,0.735128576284887,0.819994282166362,0.8291157163614221,0.8836525021194783,0.7493993532332546,0.8418987608954057,0.7612723820541831,0.8271101462977074,0.8241668658434076,0.8157478836317903,0.8384151622075727,0.4727124523494106,0.7252655583936661,0.8572435929397209,0.6756467376561575,0.8171255146188687,1.0,0.7861315543037106,0.535545822045681,0.7602846250232909,0.761370680981152,0.8073837232749949,0.822084819646767,0.7529104830670111,0.7527632351209486,0.7595093106365851,0.512313319896574,0.8254691838557233,0.8100922552689473,0.8209759621048204
Italian,0.7772733691856786,0.7795993693792992,0.6108639562232295,0.7486667241049892,0.7924903256882079,0.7196966994280928,0.797412865797043,0.8000066941349112,0.7717365286549458,0.7742079862089849,0.7828913830169805,0.7506593808691044,0.7777227154281119,0.7809835006594469,0.8158090797270119,0.7987996118455152,0.479164711993707,0.7023697811764762,0.7733843612386345,0.6612507826475277,0.7862860306123209,0.7861315543037106,1.0,0.5172816723980141,0.7846462238958405,0.75096739838739,0.7810236695318383,0.773215181227484,0.7256213374968011,0.7078855994796447,0.7420109254848503,0.5039027556076253,0.8034043748943636,0.8231146262888198,0.7884630560757515
Tamil,0.5281400718321431,0.5625688543907433,0.6555928160103052,0.5845104959335953,0.5392568955257849,0.6013834567254215,0.5616042596517545,0.5406078928589962,0.5236537755414936,0.5101535943747073,0.5430279697266448,0.604863405979986,0.5207651027373587,0.5424626892263729,0.5411101652236016,0.548520140558621,0.40807696556186096,0.6544351303910644,0.5266953864135387,0.6239260788880421,0.556625446165501,0.535545822045681,0.5172816723980141,1.0,0.5196810291509436,0.5708732954984528,0.5674471405615347,0.5312220013516595,0.6097135418657028,0.5141865686327507,0.6185001146353254,0.5283205989685338,0.5514454022006273,0.529446147375957,0.5639758557608702
Catalan,0.765818212094421,0.7550985574474794,0.6151257621581082,0.7237114222155114,0.76651301670577,0.7062909390438541,0.760528574514717,0.7743497021275758,0.7498907960580423,0.7514794663721563,0.746859857606327,0.7161055602672448,0.7405194769196379,0.7523904515040599,0.7868699035836609,0.7747377585955629,0.5021726302968765,0.6911429428017124,0.7464097521543702,0.6481391578701716,0.7506892925286512,0.7602846250232909,0.7846462238958405,0.5196810291509436,1.0,0.7122181392694001,0.7512626625763072,0.7557960731412159,0.7139464246841936,0.6972433738988041,0.7171460109810955,0.5033439688557511,0.7617544161416376,0.7979419826578571,0.7572501143913128
Turkish,0.7417020573254433,0.7910496004638706,0.6629235888781122,0.7762570897662804,0.769769701362722,0.7474365620685597,0.8009932858261366,0.7767560883296674,0.7490330566274968,0.7135725917034415,0.7842354811148556,0.8150174947965577,0.7561633118172321,0.7596426156060642,0.7738916453302064,0.7979396049729262,0.43289828626906174,0.7710167113321501,0.7579400086230713,0.7135817001123174,0.808068691538001,0.761370680981152,0.75096739838739,0.5708732954984528,0.7122181392694001,1.0,0.7906117846567363,0.7491923075217454,0.7633310276957452,0.6846993911608809,0.7866715854761485,0.5064323797981111,0.8006231695893015,0.7690460880432038,0.7818999249592781
Arabic,0.7772829312839775,0.8498336964273371,0.6724950138587176,0.7823384478522657,0.8150896067309336,0.7675031452689668,0.8356670927383787,0.8167222253621295,0.7894854143788764,0.7392647979580024,0.8111694435265068,0.8237080911971274,0.7787480888031777,0.7922572044830871,0.812565161025849,0.8336933238084221,0.4553328105614179,0.7683158116705063,0.7922472102745799,0.7137923000504577,0.8209563918315345,0.8073837232749949,0.7810236695318383,0.5674471405615347,0.7512626625763072,0.7906117846567363,1.0,0.7975084587419298,0.7570571769734205,0.7183383742755571,0.821444567560708,0.4993102944474628,0.8294485693640403,0.8044586670857932,0.8183370383337217
Indonesian,0.7933390285052715,0.8018117047018387,0.6298544476877209,0.7757164942272042,0.7918305188285467,0.7348560191815732,0.7993207849182501,0.8109567858915138,0.8125423728101154,0.7325014829461398,0.8113148098737921,0.7565206148996473,0.7885711371360807,0.7847121493488736,0.8025156959414659,0.8192110933507154,0.47091680692254273,0.7243442863291049,0.8052154887982998,0.6625707919335194,0.7937476810249644,0.822084819646767,0.773215181227484,0.5312220013516595,0.7557960731412159,0.7491923075217454,0.7975084587419298,1.0,0.7580525007968609,0.7858624785876299,0.7667401954319808,0.5093671827559276,0.8012130591479568,0.8007429685257563,0.8036037731986712
Bengali,0.7515726607107377,0.7603452431479344,0.6861828903071328,0.7771784564146591,0.7421685926917454,0.7764293454490021,0.7709196843338646,0.7532137584867455,0.7440053336740782,0.7046363806397951,0.7533094200519244,0.7732004078261354,0.7411261632572417,0.7455709374429943,0.7470042529823672,0.7633759450674131,0.46898510969011986,0.7792246191591371,0.7471670249816469,0.7281009709118388,0.7670593101866608,0.7529104830670111,0.7256213374968011,0.6097135418657028,0.7139464246841936,0.7633310276957452,0.7570571769734205,0.7580525007968609,1.0,0.7116896442444459,0.7743346211864641,0.5398164831396,0.7587460289257419,0.7440116187851907,0.7690639285419296
Vietnamese,0.7163268945544236,0.7192199737942029,0.5959390820600914,0.7284261681245687,0.7230083969385328,0.690328571940691,0.7257684356065462,0.7372184681655602,0.743114676545171,0.6737753685053874,0.7347574903813285,0.6896487166033887,0.7316388118868,0.7291631418986364,0.7265299776819895,0.7446354014757278,0.4619489719240082,0.6760880890007614,0.7409419726346992,0.6186914727789199,0.7184314092127557,0.7527632351209486,0.7078855994796447,0.5141865686327507,0.6972433738988041,0.6846993911608809,0.7183383742755571,0.7858624785876299,0.7116896442444459,1.0,0.7099382020683017,0.5176814799579021,0.7250158285334922,0.7293035556980215,0.7324401581721179
Thai,0.7385133493933094,0.8183017764505832,0.7108152685927793,0.7794185040445751,0.7615230251704486,0.7649382824498723,0.8087142632083438,0.7694044999032651,0.7441808234398479,0.7100845157516046,0.7808585078234477,0.8621582005884435,0.7329671739743259,0.749585707560812,0.7684516460512812,0.7920935938399095,0.4470149962236571,0.8201121725354296,0.7461077426836783,0.7492361336187485,0.7968388274224038,0.7595093106365851,0.7420109254848503,0.6185001146353254,0.7171460109810955,0.7866715854761485,0.821444567560708,0.7667401954319808,0.7743346211864641,0.7099382020683017,1.0,0.5119444081042218,0.7975794041322215,0.7600892773129516,0.7918206965569262
Kazakh,0.49485555955413124,0.49666483882605483,0.5476564143809043,0.5327390477069622,0.517743170511853,0.5214382431046375,0.5200611882112486,0.5120392949257948,0.5070030527708126,0.4939001877309764,0.51422140884626,0.5064507618792242,0.5089946944368594,0.5169204463095531,0.5061545005408454,0.5082212696020677,0.51165776815464,0.5377835379185004,0.5105082808021205,0.5291052494868956,0.5171278033900234,0.512313319896574,0.5039027556076253,0.5283205989685338,0.5033439688557511,0.5064323797981111,0.4993102944474628,0.5093671827559276,0.5398164831396,0.5176814799579021,0.5119444081042218,1.0,0.5128746016774228,0.5057978286285311,0.524523077521675
Polish,0.7817008445296613,0.8315931933903571,0.646245501096445,0.7878646540716968,0.8264460677065185,0.7617123409635984,0.8694187154248725,0.831634323804515,0.801048455518269,0.7581565592349602,0.834886089776928,0.806407262969288,0.8123842152741723,0.8134678031532263,0.827168946363704,0.8571407494533465,0.4555875454838448,0.7547973498832536,0.8079146277486945,0.7006566699316343,0.8499524132125186,0.8254691838557233,0.8034043748943636,0.5514454022006273,0.7617544161416376,0.8006231695893015,0.8294485693640403,0.8012130591479568,0.7587460289257419,0.7250158285334922,0.7975794041322215,0.5128746016774228,1.0,0.8228400924870637,0.8493508801998417
Spanish,0.8059797692994485,0.803982731006997,0.6214159388610887,0.7658832291100962,0.8200369722736746,0.735578510797569,0.8130003894307671,0.8244949687339305,0.800865240151624,0.7720035340764372,0.8144315556208914,0.7663563729145997,0.7949969960094944,0.7990111925430079,0.8698550931280608,0.818603874748325,0.47305987675622635,0.7196726929032251,0.8006518645916775,0.6725841747389839,0.811105394247229,0.8100922552689473,0.8231146262888198,0.529446147375957,0.7979419826578571,0.7690460880432038,0.8044586670857932,0.8007429685257563,0.7440116187851907,0.7293035556980215,0.7600892773129516,0.5057978286285311,0.8228400924870637,1.0,0.8070969743105164
Ukrainian,0.7752914173783897,0.8261319066627129,0.653579011135212,0.7798840243044773,0.8058193133609974,0.763104037489923,0.8733639467575243,0.8141852374518793,0.7958582440596554,0.7420849432425214,0.8226294852193515,0.7920018683726019,0.8005918766426415,0.7999481788980488,0.8117288281365636,0.846167855370228,0.4661889839403173,0.7520271085616799,0.7995124473281472,0.6990797431535456,0.8320621393446141,0.8209759621048204,0.7884630560757515,0.5639758557608702,0.7572501143913128,0.7818999249592781,0.8183370383337217,0.8036037731986712,0.7690639285419296,0.7324401581721179,0.7918206965569262,0.524523077521675,0.8493508801998417,0.8070969743105164,1.0
